ID,Type,toluene (C07),benz (C08),benz (C09),benz (C10),benz (C11),benz (C12),benz (C13),benz (C14),benz (C15),benz (C16),cycloarom (C09),cycloarom (C10),cycloarom (C11),cycloarom (C12),cycloarom (C13),cycloarom (C14),cycloarom (C15),diarom C10,diarom C11,diarom C12,diarom C13,diarom C14,monocycloalk-C07,monocycloalk-C08,monocycloalk-C09,monocycloalk-C10,monocycloalk-C11,monocycloalk-C12,monocycloalk-C13,monocycloalk-C14,monocycloalk-C15,monocycloalk-C16,monocycloalk-C17,dicycloalk-C09,dicycloalk-C10,dicycloalk-C11,dicycloalk-C12,dicycloalk-C13,dicycloalk-C14,dicycloalk-C15,dicycloalk-C16,isoalk-C07,isoalk-C08,isoalk-C09,isoalk-C10,isoalk-C11,isoalk-C12,isoalk-C13,isoalk-C14,isoalk-C15,isoalk-C16,isoalk-C17,isoalk-C18,nalk-C07,nalk-C08,nalk-C09,nalk-C10,nalk-C11,nalk-C12,nalk-C13,nalk-C14,nalk-C15,nalk-C16,nalk-C17,flash_point,API,PM,TAG,R1,R4
RP-3-16,RP,0.000304139,0.00460364,0.018031471,0.012210568,0.008573448,0.005857179,0.003288093,0.00229747,0.000882587,0,0.00023001,0.000935534,0.004358545,0.004630845,0.004225388,0.001089148,8.85E-05,0.001536962,0.003818341,0.005784006,0.002198183,0.000172052,0.000366386,0.005108566,0.047025367,0.083850203,0.059178592,0.049612177,0.04822515,0.037209291,0.010322192,0.002342936,5.33E-05,0.005552306,0.010644309,0.02983843,0.025758743,0.023801031,0.013088999,0.006238376,0,0,0.002742823,0.019296819,0.060549277,0.051327041,0.03303266,0.047023895,0.039636001,0.021884038,0.014806861,0.000545601,0.001307806,0.00027428,0.003399385,0.02320702,0.030447003,0.029541257,0.027919556,0.022813399,0.016721019,0.007058948,0.002493987,0.00063885,47,52.2630241,47.4212762,51.8944004,50.1925388,50.5493885
RP-3-17,RP,0.000144444,0.006575559,0.026942611,0.039852953,0.013717348,0.003075421,3.11E-05,0,0,0,0.00045298,0.006548801,0.013084092,0.001873952,8.88E-05,0,0,0.002042655,0.000454939,0,0,0,0.000885285,0.019678392,0.055540576,0.090670908,0.122720514,0.025745728,0.002352828,0.000115825,0,0,0,0.003155264,0.027574427,0.064817841,0.017129818,0.001467239,5.04E-05,0,0,0,0.004923547,0.015482903,0.042859731,0.049675674,0.041960079,0.009407406,0.000629882,0,0,0,0,4.69E-05,0,0.040397609,0.088825953,0.124990844,0.033245427,0.000743606,1.98E-05,0,0,0,44,49.0619283,43.0080024,47.3577043,47.2384191,45.8612379
RP-3-18,RP,0.000847788,0.003373221,0.011828462,0.026131354,0.010622822,0.0037426,0.002291909,0.001119759,0,0,0.000305079,0.001658798,0.004254155,0.001118584,0.000219614,0,0,0.000733523,0.00019599,0,0,0,0.006327684,0.008654211,0.022998322,0.031506656,0.07054595,0.049220001,0.039797168,0.01852964,0.003964296,0.000127976,0,0.002354896,0.015356793,0.036327356,0.028839137,0.02239831,0.00831742,0.000841988,0,0.001663122,0.005375583,0.009167261,0.024291674,0.103183098,0.079045098,0.069064399,0.05231061,0.017835229,0.003011865,0,0,0.002388248,0.003754054,0,0.036446196,0.062252832,0.040477877,0.032065961,0.019431357,0.003478073,0.000206002,0,44,59.452241,45.0928577,49.8192881,54.7628664,38.5307388
RP-3-19,RP,0,0.003093677,0.023152298,0.020269908,0.010832951,0.005190191,0.000796546,0,0,0,0.000327328,0.002192446,0.006566031,0.003149456,0.000686793,0,0,0.005484846,0.005074587,0.000790561,0,0,2.62E-05,0.002801458,0.048193491,0.075334443,0.058874499,0.041708161,0.010342912,0.001563915,3.18E-05,0,0,0.013168182,0.02922632,0.044881845,0.022486838,0.005796363,0.000431802,6.54E-05,0,8.17E-06,0.00046399,0.008496325,0.044936041,0.03988254,0.028543514,0.017046942,0.007202474,0.001003838,2.52E-05,0,0,0,0.002384218,0.057432829,0.111199631,0.12609572,0.085839347,0.023836626,0.002842817,0.000199928,1.86E-05,0,48,49.8606453,46.3618437,50.6871354,47.9592157,50.717203
RP-3-20,RP,0.001510741,0.008239228,0.026480995,0.051736319,0.037697277,0.017540093,0.008323739,0.002946413,0.00015026,0,0.000587489,0.002833242,0.012491012,0.012099416,0.005772148,0.001118749,0,0.001529322,0.004893053,0.004534585,0.000291841,0,0.004273843,0.007153892,0.016499964,0.038843329,0.050894468,0.050930702,0.025055252,0.012598638,0.000223939,0,0,0.002098756,0.006734447,0.01627803,0.015028609,0.008861264,0.00198207,0,0,0,0.012109169,0.017569505,0.042746662,0.080389337,0.059906174,0.061000823,0.030260952,0.01030347,0.000524495,0,0,0.003838921,0.008660707,0.016853943,0.043633741,0.060569601,0.048820856,0.033724961,0.010234914,0.000595365,2.33E-05,0,44,51.3447976,42.389794,46.9363712,49.3280978,41.9678442
RP-3-21,RP,0.000423182,0.003079287,0.012701139,0.023110152,0.010965523,0.010282457,0.007110628,0.002266362,0,0,0.00046175,0.007719517,0.025889728,0.016366674,0.00681691,0,0,0.00023724,0.000328026,0.000521137,0,0,0.004144651,0.009398064,0.021758628,0.065581468,0.077154591,0.062919168,0.053756832,0.017185043,0.00216857,0.000124528,0,0.006272387,0.030264012,0.061194869,0.044144523,0.038041731,0.010171184,0.000982337,0,1.50E-05,0.00269469,0.005097205,0.028825122,0.057264732,0.05180962,0.070261549,0.032732387,0.006321177,0.000752736,0.00010529,0,0.004644994,0.008906629,0.020174304,0.02695818,0.020537455,0.019283725,0.007171011,0.002260659,0.000297968,0.000153871,0.000189387,44,53.4963515,45.3815534,50.0011113,50.8685398,43.9213749
RP-3-22,RP,0.000678785,0.006021832,0.023854992,0.031242928,0.014956569,0.009765532,0.004069208,0.001402906,0.000246745,0,0.00074345,0.003996199,0.013126804,0.006595222,0.002357725,0,0,0.001299071,0.001895827,0.000634661,0,0,0.003331418,0.010950816,0.036817032,0.058345967,0.07677766,0.044212813,0.025734366,0.009414254,0.003405629,0.00103227,0,0.002507967,0.024735033,0.036419747,0.021689191,0.014283507,0.003371458,0.000482013,0,4.72E-05,0.004185191,0.014178331,0.067308658,0.075489872,0.05109795,0.038216395,0.023350632,0.009446104,0.004671912,0.000688042,0,0.000674859,0.005316439,0.017547002,0.062464489,0.062335087,0.041779794,0.016276941,0.005110172,0.00256312,0.000826384,2.58E-05,46,50.7068624,43.9733825,48.4402553,48.9122171,46.376296
RP-3-23,RP,0.001648557,0.009701111,0.02566814,0.039437143,0.024032765,0.018084291,0.010653,0.002590595,0,0,0.000951095,0.006975866,0.018845366,0.012676823,0.005874293,0,0,0.001038181,0.003122753,0.00265751,0,0,0.002977536,0.009071203,0.018318566,0.033003583,0.053196202,0.039370144,0.035949052,0.013291892,0.00097316,0,0,0.003726745,0.018986699,0.032991064,0.022625086,0.014798878,0.002194471,0.000117457,0,0,0.006114522,0.014783221,0.045454907,0.068332769,0.06364889,0.055288767,0.03189195,0.006450981,0.000165407,0,0,0.002135102,0.008259751,0.017771043,0.037749547,0.061877265,0.048428564,0.034456881,0.010901929,0.000676298,6.30E-05,0,47,51.5870206,44.7338445,49.2701811,50.1726254,45.8251869
RP-3-24,RP,0.000396773,0.00663796,0.028437947,0.032976752,0.015319463,0.009850936,0.003223651,0.000551615,0,0,0.000259319,0.002096382,0.009359149,0.004826925,0.001737685,0,0,0,2.93E-05,4.32E-05,0,0,0.001067062,0.007901954,0.040342468,0.047801909,0.06539853,0.045302281,0.028888225,0.007957398,0.000483018,4.70E-05,0,0.003981101,0.013768015,0.025625096,0.013166408,0.012139732,0.001791325,0.000108067,0,2.32E-05,0.003633788,0.018049257,0.069429561,0.087219255,0.079393939,0.053836509,0.018759842,0.003151176,0.000238257,0,0,0.000840134,0.005874357,0.026471176,0.0538427,0.068398236,0.052832795,0.022302924,0.003696249,0.000418121,7.19E-05,0,47,50.6241267,44.8071396,49.2196051,48.7595274,47.3849465
RP-3-25,RP,2.29E-05,0.007962514,0.02301498,0.018983215,0.007843074,0.003581614,0.000989103,1.34E-05,0,0,0.000349499,0.003220741,0.00691828,0.00317176,0.000958722,0,0,0.004637242,0.003581052,0.000687755,0,0,0.000541958,0.019679132,0.075610504,0.073292892,0.049498766,0.023301882,0.007703468,0.001871876,0,0,0,0.017158051,0.056424923,0.043583854,0.017677424,0.007164169,0.000860277,4.95E-05,0,0,0.001196083,0.019154185,0.054663274,0.043705774,0.026670468,0.013452372,0.006240114,0.000745181,0,0,0,0.000155286,0.009857273,0.060956021,0.086421257,0.113229521,0.063966585,0.016728638,0.002277054,0.00018622,4.02E-05,0,40,48.1941901,40.8902792,45.2143931,45.2045267,45.0747826
RP-3-26,RP,8.12E-05,0.002285008,0.006724759,0.006928619,0.004440269,0.003899341,0.002468132,0.001000308,0.00022257,0,0.000294686,0.00202271,0.004275826,0.002410572,0.000953747,4.16E-05,0,4.04E-05,4.92E-05,9.81E-06,0,0,0.001536193,0.0224156,0.083614449,0.085515032,0.075569747,0.04106248,0.02554753,0.007652996,0.001537973,0.000418052,1.92E-05,0.01149818,0.039525963,0.044660985,0.025972717,0.01304288,0.003079484,0.000595374,0,1.47E-05,0.004873373,0.024764157,0.07616718,0.091549203,0.083563137,0.063945646,0.033913081,0.008954318,0.00241894,0.000877576,0.000356641,0.000103053,0.002922978,0.011986253,0.01647005,0.018086548,0.016408693,0.013892363,0.005002397,0.001444989,0.00055353,0.000317689,45,49.5766638,42.294906,46.7335256,48.0718595,46.4779579
RP-3-27,RP,0.001262797,0.004821849,0.016165779,0.025337084,0.015592348,0.012916361,0.004853377,0.001234209,1.88E-05,0,0.000356184,0.004780814,0.014586228,0.00743625,0.003481267,8.66E-05,0,0,3.74E-05,0.000182877,0,0,0.003879944,0.008496907,0.026333356,0.044537372,0.06396452,0.046682576,0.031083348,0.008741581,0.000986987,8.67E-05,0,0.005806582,0.01742446,0.031526593,0.022630269,0.017494478,0.002820727,0.000344632,0,0.0002399,0.004668378,0.012473385,0.056528449,0.077650109,0.071403547,0.065683186,0.017730424,0.004529099,0.000776771,0.000195597,4.04E-05,0.003716663,0.006464244,0.015681912,0.051866429,0.074756339,0.057797375,0.026768555,0.004253124,0.000627072,0.000102608,5.51E-05,43,51.5343027,44.0004264,48.548058,49.7172054,44.4683781
RP-3-28,RP,0.000454376,0.004981462,0.013658134,0.014225922,0.009945576,0.006698997,0.003004022,0.001368674,0.000343152,0,0.000952495,0.006278976,0.010011297,0.004728362,0.001983802,4.34E-05,0,4.07E-05,9.56E-05,0.00020866,0.00010821,0,0.003958238,0.02384637,0.062996312,0.08385412,0.074240208,0.037020965,0.020736066,0.009356227,0.003252194,0.000786805,0.000232267,0.008752279,0.020427717,0.024547582,0.015778885,0.007538183,0.002476238,0.000391755,0,0,0.006760941,0.0327116,0.066399192,0.096737656,0.100299617,0.070348982,0.041584083,0.01852049,0.006010356,0.001962983,0.001261656,0.001197345,0.002341507,0.008091347,0.013583842,0.017463269,0.014451901,0.010524154,0.00667027,0.002370493,0.00086748,0.000516627,43,50.3169461,40.9953,45.4851669,48.7588644,44.0320615
RP-3-29,RP,0.000578204,0.004769911,0.014048515,0.021339447,0.01291419,0.011761592,0.009439029,0.006956179,0.003080051,0.00038283,0.000589117,0.005083357,0.015021768,0.01154789,0.008547099,0.002777977,0.000341259,0.001147109,0.002959146,0.002832686,0.001259387,0.000140818,0.001808257,0.009662058,0.035468122,0.033113313,0.052564116,0.045261245,0.036662875,0.025903733,0.011815423,0.005363372,0.001690515,0.006685222,0.02092292,0.030791738,0.02515611,0.017952985,0.011708813,0.005233132,0.001172818,4.63E-05,0.003186233,0.015356514,0.046641083,0.055939956,0.05241921,0.04617821,0.040337852,0.017959017,0.009496621,0.003309353,0.000865238,0.001126155,0.005210191,0.014840286,0.034505207,0.049250656,0.036445515,0.026424106,0.014829362,0.006540754,0.001983305,0.000654588,50,52.6917276,47.3012403,51.8586493,51.1077525,49.5567891
RP-3-30,RP,0.000698126,0.003667452,0.017567243,0.020332695,0.012673128,0.011214138,0.007376763,0.002253988,0.000284774,0,0.001424197,0.007614555,0.013029021,0.007424164,0.003340207,7.26E-05,0,0.000185307,0.000364794,0.000336553,1.74E-05,0,0.00499633,0.012513814,0.035409997,0.092300418,0.088756442,0.053489551,0.037072737,0.017720467,0.003017231,0.000834832,0,0.007860591,0.037818942,0.044828308,0.02858672,0.018511482,0.003851978,0.000474688,0,2.20E-05,0.003843132,0.012598546,0.055217723,0.076186785,0.055771461,0.051797607,0.033108523,0.01197587,0.003393244,0.000392728,0,0.000294363,0.001478595,0.005168273,0.020151842,0.02164876,0.021393465,0.017647725,0.00750915,0.002094637,0.000371921,1.21E-05,47,52.4791651,45.0820371,49.6374299,50.4434359,47.4830375
RP-3-31,RP,0.000563941,0.002573072,0.013326614,0.027792095,0.010262242,0.00516885,0.003497652,0.001359179,0.000103008,0,0.000483927,0.003282757,0.006312955,0.002869146,0.001416431,7.51E-05,0,0.000531394,0.000147573,5.90E-05,0,0,0.004061097,0.007518795,0.017859075,0.05298208,0.070580726,0.043271236,0.029395275,0.014888431,0.002564276,6.88E-05,0,0.003575418,0.018968577,0.033245212,0.023861697,0.014687549,0.003624838,0.000621624,0,4.31E-05,0.003888793,0.010239168,0.050476067,0.114306487,0.082605184,0.06965335,0.042726296,0.014208415,0.002146639,0.000128889,0,0.001343904,0.002575156,0.006723722,0.048403548,0.059270254,0.032333174,0.024920154,0.0101531,0.002176117,7.89E-05,0,47,56.108904,47.4727901,52.0319079,52.8319557,47.9931002
RP-3-32,RP,0.001381712,0.004783757,0.012264189,0.015891606,0.013141072,0.012359899,0.00850387,0.001840582,0,0,0.00119263,0.009034975,0.014849053,0.011389861,0.002574627,0,0,0.000216159,0.000418539,0,0,0,0.006412803,0.02354785,0.037923859,0.082990615,0.104805405,0.078769145,0.047741818,0.015025138,0.000873987,0,0,0.008358648,0.03838638,0.064300613,0.046283076,0.025377128,0.005331747,0,0,0,0.005920991,0.014355126,0.038027819,0.059512623,0.053011153,0.046918627,0.022434284,0.00419992,0,0,0,0.001420436,0.002744714,0.005359716,0.011115955,0.014771034,0.013204516,0.008943163,0.001963782,0.000125395,0,0,44,51.6161942,42.4218228,47.017138,50.0806017,43.8441011
RP-3-33,RP,0.000493476,0.008082452,0.027797639,0.038888975,0.013796344,0.006941395,0.000707028,0,0,0,0.00116703,0.00815046,0.018042279,0.008617086,0,0,0,0.001937026,0.001158487,0,0,0,0.002809343,0.021676265,0.054296284,0.071658033,0.076670707,0.031134312,0.005155236,0.000506193,0,0,0,0.010170938,0.027755222,0.058238704,0.018724934,0.006120291,7.64E-05,0,0,0,0.005491484,0.016302666,0.052610842,0.078335411,0.039704384,0.014382622,0.001950535,0,0,0,0,0.000309375,0.010414109,0.029210907,0.081920585,0.106240076,0.040779959,0.001574525,0,0,0,0,42,48.809657,40.746891,45.1307732,46.9941462,43.7549058
RP-3-34,RP,0.000508152,0.004226907,0.020913327,0.034224425,0.016436631,0.009275289,0.002811396,0,0,0,0.000613049,0.007538384,0.020873536,0.014823386,0.008785146,0,0,0.001713429,0.004331644,0.003856023,0,0,0.002724101,0.009506528,0.026789475,0.054746076,0.082990251,0.043514936,0.022188873,0.00737161,0,0,0,0.005234957,0.022859265,0.053041169,0.029132636,0.017642083,0.003888513,0,0,0,0.003462467,0.008350442,0.03890457,0.061896585,0.042337106,0.033328076,0.017251444,0.002413281,0,0,0,0.001440149,0.005520302,0.012228394,0.062975106,0.089177743,0.063452844,0.020642444,0.003446341,0.000611508,0,0,49,52.0078909,46.5205505,51.022841,49.8495831,47.5225012
RP-3-35,RP,0.001461312,0.010679947,0.033552834,0.053403685,0.025826334,0.019081192,0.010329408,0.002122349,0,0,0.000652625,0.00674352,0.021396224,0.014120359,0.008348779,0,0,0.002369141,0.006356631,0.00728287,0,0,0.00313212,0.006731665,0.021522749,0.035536668,0.053702762,0.032927982,0.028221189,0.013379002,0.00126157,0,0,0.003435055,0.007394131,0.023642812,0.013710559,0.017152576,0.001841049,0.000975735,0,0,0.005776661,0.013981062,0.046387143,0.076598844,0.062683535,0.04798438,0.028887073,0.009120471,0.003594319,0,0,0.00214945,0.00854189,0.015055926,0.047281514,0.062464436,0.044711776,0.025664408,0.009000851,0.001307844,0.000513584,0,48,51.4123456,44.4005958,48.918642,49.4512983,45.1771008
RP-3-36,RP,0.001796215,0.012759471,0.039472687,0.049447024,0.028213612,0.024567506,0.011785268,0.004192887,0,0,0.001118424,0.007879196,0.018355211,0.012630235,0.008841642,0,0,0.001111665,0.004098846,0.00742888,0,0,0.001332384,0.004598906,0.015845169,0.0261353,0.043268478,0.029689516,0.032064491,0.013168477,0.002587145,0,0,0.003169274,0.004739531,0.013267216,0.009628408,0.01104259,0.001644296,0.000462254,0,0,0.005422474,0.018805789,0.061359444,0.069320742,0.057505135,0.049761007,0.030028941,0.013007997,0.002788484,0,0,0.002405057,0.0080217,0.024262764,0.05659569,0.060242249,0.048876834,0.030374707,0.012207768,0.002181819,0.000489195,0,47,50.7819015,44.5789865,49.0434713,49.162446,45.9343718
RP-3-37,RP,0.002134078,0.00901032,0.025067897,0.024906406,0.019348176,0.013187417,0.004391856,0.000733482,0,0,0.000929632,0.006475016,0.014998651,0.013565844,0.00173382,0,0,0.001902024,0.00251337,0.004388109,0,0,0.00371838,0.011721808,0.025612196,0.036526774,0.056787664,0.039565422,0.031324171,0.012216218,0,0,0,0.004413797,0.012152863,0.026222372,0.024338471,0.022328803,0.003239497,0.00053832,0,0,0.004485213,0.014128094,0.047984187,0.07007801,0.047569184,0.042010579,0.029170609,0.009016689,0.002500762,0,0,0.003176066,0.009108447,0.024115027,0.058300788,0.075553064,0.061104845,0.035028497,0.008929269,0.001747815,0,0,46,51.0034706,43.0159692,47.5434338,49.1493956,43.8993148
RP-3-38,RP,0.000207071,0.001080013,0.006435428,0.004605465,0.002877758,0.007783326,0.002877362,0,0,0,0.000313361,0.00250115,0.008336441,0.004523219,0.000343661,0,0,0,0,0,0,0,0.003866997,0.017074687,0.03978514,0.08063283,0.08426283,0.052727794,0.03960594,0.019456541,0.001137674,0,0,0.009595529,0.03713157,0.057588813,0.045689548,0.030817287,0.008070369,0,0,0,0.004370137,0.016365686,0.059807373,0.080792185,0.069393196,0.066759133,0.045936899,0.012567283,0,0,0,0.00245593,0.001830183,0.005210255,0.012149083,0.015681034,0.016994805,0.014157787,0.00598237,0.000218856,0,0,47,51.8954488,44.66283,49.2381954,50.4507441,46.4369816
RP-3-39,RP,0.001377377,0.006331015,0.017957215,0.038525412,0.018851746,0.009545014,0.001878331,0,0,0,0.000419497,0.012552912,0.023350681,0.017123411,0.00452907,0,0,0.003922395,0.005040335,0.002065691,0,0,0.004814928,0.010501976,0.025739146,0.038797508,0.08612144,0.045311785,0.022492004,0.008164148,0,0.001356254,0,0.004794413,0.030676331,0.075638843,0.057433903,0.025928033,0.005328034,0,0,0.000242736,0.003015673,0.00584355,0.021705651,0.041605334,0.03982422,0.023604539,0.010885272,0.002476116,0.000991745,0,0,0.004009303,0.006185714,0.01213507,0.040498717,0.099651251,0.060281674,0.016674316,0.003366137,0.000434132,0,0,47,52.6124926,44.6655211,49.265911,49.7822537,38.9827406
RP-3-40,RP,0.000569709,0.002332143,0.010127679,0.01475979,0.008935007,0.005693828,0.004850423,0.002008074,0,0,0.00027744,0.004707871,0.012685987,0.006556364,0.00241696,0,0,0.001464915,0.000873406,0.001802413,0,0,0.003998513,0.016337918,0.033647107,0.054698212,0.076599174,0.045315299,0.03741658,0.019879991,0.008661181,0,0,0.00869429,0.032705595,0.05741428,0.042504272,0.029296437,0.013085263,0.001513702,0,0,0.004750077,0.013608853,0.043708234,0.062851793,0.055482184,0.050487232,0.038155724,0.025711896,0.01266065,0,0,0.002643319,0.002835378,0.006667423,0.017612813,0.036502694,0.028895992,0.017107958,0.013176596,0.004974625,0.00033674,0,47,52.4947871,45.1674754,49.7804605,50.4940334,45.9548205
RP-3-41,RP,0.001306877,0.006052162,0.011942583,0.021543379,0.018895582,0.01945187,0.016184457,0.010010899,0.003600281,0,0.002236075,0.022998697,0.04080722,0.029745545,0.015234568,0.002493022,0,0.000986871,0.00157941,0.004167256,0.001358929,0,0.0055171,0.016108241,0.026074772,0.044608589,0.083270224,0.052117213,0.042731754,0.029868609,0.014044252,0.005057963,0,0.005529105,0.028647729,0.043751156,0.03478679,0.026747756,0.013592242,0.003543635,0,0,0.0042643,0.009151921,0.015002538,0.054508143,0.046443053,0.044926974,0.036129509,0.02308636,0.010366747,0.003104982,0,0.002705454,0.001272878,0.001963369,0.00563407,0.009405181,0.008133741,0.007364323,0.006682268,0.002496562,0.000613751,0.000151062,44,57.5336046,46.3679842,51.1007808,54.0390896,43.9926921
RP-3-42,RP,0.000176739,0.005085379,0.031493304,0.034015601,0.014488848,0.004385008,0.000895055,5.75E-05,0,0,0.000639695,0.008120143,0.011283898,0.004772476,0.002416454,0.000144442,0,0.00157013,0.001665472,0.00053282,0,0,0.000218714,0.008352481,0.047226717,0.06478963,0.087823279,0.033840405,0.007596652,0.001094624,0,0,0,0.010923589,0.025018206,0.051868989,0.019057417,0.005034956,0.000665228,9.19E-05,0,0,0.001240496,0.010752256,0.05911107,0.078717819,0.035725238,0.02600855,0.002235751,0.000681126,0,0,0,1.18E-05,0.004550512,0.031998527,0.089573286,0.111624654,0.051450045,0.00965982,0.001118288,0.000162814,3.22E-05,0,48,49.5708673,45.2489009,49.5877128,47.7380782,47.9620472
RP-3-43,RP,0.000731422,0.005236635,0.022232414,0.035619973,0.020976814,0.005098098,0,0,0,0,0.000194243,0.009346105,0.011236545,0.003900155,0.000305735,9.01E-05,0,0.000513859,0.000125167,0,0,0,0.004982653,0.011747267,0.030977594,0.044792703,0.170115533,0.04819024,0.006228163,0,0,0,0,0.007905895,0.013133371,0.036972103,0.020329283,0.000402905,0,0,0,0,0.004956686,0.014943949,0.042747713,0.093692087,0.063624028,0.024499463,0.000222915,5.46E-05,0,0,0,0.00172543,0.007701522,0.018197027,0.059201179,0.099518845,0.056479765,0.000867992,9.24E-05,5.38E-05,3.56E-05,0,46,50.5604509,42.9785756,47.4625232,48.8700935,44.4694182
RP-3-44,RP,0.000711425,0.007398291,0.021443361,0.042556943,0.018737112,0.00747207,0,0,0,0,0.0003373,0.009083749,0.018571709,0.004181788,0,0,0,0.001228947,0,0,0,0,0.005429031,0.012511974,0.03422299,0.053475323,0.100128209,0.048620306,0.004741818,0.000408664,0,0,0,0.004557593,0.017984433,0.066433708,0.02180967,0.002577845,0,0,0,0,0.004771671,0.012493229,0.035720104,0.088755915,0.06784731,0.019910423,0.000890966,0,0,0,0,0.002339873,0.007997417,0.016920468,0.057592286,0.124387165,0.054586974,0.001161942,0,0,0,0,45,50.4591477,42.4555782,46.9482451,48.5611514,43.6004052
RP-3-45,RP,0,0.007111972,0.020330586,0.022756495,0.011639213,0.00662054,0.000480151,0,0,0,0.000945146,0.008070415,0.009509628,0.004586961,0.000155746,0,0,0.003631622,0.002400282,0.000919779,0,0,0,0.017413512,0.068106952,0.075060024,0.048705819,0.028105674,0.010116457,0.001836032,0,0,0,0.015088985,0.035182078,0.04842302,0.021068473,0.00744583,0.000485552,0,0,0,0.00102259,0.014909748,0.036794597,0.052981718,0.024735572,0.017221537,0.005679664,0.000976483,0,0,0,0,0.010755538,0.053580977,0.10848945,0.119212514,0.062119362,0.011867794,0.002197238,0.000905058,0.00035322,0,45,48.6558936,42.4597942,46.7902228,46.5065643,46.1474393
RP-3-46,RP,0.001557794,0.006683676,0.015365507,0.016868667,0.011246501,0.007498792,0.003036686,0.001112599,2.77E-05,0,0.00026432,0.005398414,0.010253976,0.007223336,0.002969131,6.66E-05,0,6.15E-05,7.60E-05,0.001165497,7.23E-05,0,0.003855362,0.011111465,0.035246589,0.050395637,0.079100655,0.039215297,0.051636486,0.006667321,0.000695982,3.92E-05,0,0.003442072,0.009668054,0.026587296,0.025834437,0.023411949,0.003532308,0.000205022,0,0,0.006786103,0.017916098,0.055202696,0.075065001,0.048125137,0.08070233,0.019440889,0.001853099,0.000166246,0,0,0.002226504,0.007949409,0.020894358,0.050278238,0.062612842,0.052245025,0.030925799,0.005671415,0.000312117,3.25E-05,0,45,51.6160305,43.0493225,47.576472,49.6072113,44.796209
RP-3-47,RP,0.001152389,0.007366477,0.021361377,0.030199832,0.020355863,0.013495409,0.006426033,0.005874373,0.00134131,0.000138714,0.000986337,0.009263182,0.016158665,0.012621886,0.006172424,0.00131652,0.00014164,0.000354273,0.000723926,0.001099905,0.000677252,6.06E-05,0.004035539,0.014738064,0.051415633,0.055200584,0.089680267,0.05727838,0.041198985,0.014511834,0.006665494,0.002034219,0.000290172,0.007219135,0.029601707,0.062964658,0.041776268,0.02144302,0.006112609,0.003172644,0.000630449,0,0.005414909,0.00881839,0.034472875,0.055287951,0.044859986,0.037996946,0.016647265,0.009612645,0.003052083,0.000724955,9.82E-05,0.000902577,0.005502328,0.000453894,0.024043236,0.034344474,0.026249208,0.015432885,0.006470817,0.001734518,0.000471896,0.00014987,46,51.5819976,44.1468335,48.7138466,50.1552606,46.3714353
RP-3-48,RP,0.000413052,0.003143507,0.01469629,0.017002694,0.008872109,0.005593334,0.002860753,0.002001324,0.000608193,1.79E-05,0.001041801,0.005121901,0.006984787,0.003978394,0.002677168,0.000391694,0,0.000227673,0.000597392,0.000921376,0.000344636,1.28E-05,0.001795667,0.015417419,0.06673499,0.118463847,0.118053668,0.051131735,0.036854635,0.010874723,0.005099501,0.001474546,0.000307521,0.010720519,0.051166678,0.061273803,0.032859497,0.01970949,0.007902925,0.002069002,0.000442295,0,0.002762326,0.013118715,0.060735581,0.067800599,0.035097985,0.032898298,0.009051608,0.007518143,0.001622334,0.000737784,0.000268171,4.02E-05,0.001507288,0,0.024925014,0.023165628,0.014057708,0.007789534,0.004479961,0.001635691,0.000595947,0.000330173,42,50.6557673,44.7990542,49.2566454,48.7213257,48.5661487
RP-3-49,RP,0.000949489,0.004212418,0.023257321,0.031891525,0.018070104,0.015010694,0.007712282,0,0,0,0.000631085,0.005173994,0.01991766,0.013042544,0.002578896,0,0,0.002906783,0.005553292,0.001488091,0,0,0.003357405,0.008343315,0.025010503,0.04789605,0.052923768,0.04263591,0.0278161,0.006537629,0,0,0,0.00878138,0.01895587,0.032138471,0.027691071,0.018157539,0.00119685,0,0,0,0.003651222,0.009885412,0.050402578,0.069213247,0.052425507,0.042708648,0.021468549,0.001521085,0,0,0,0.002395917,0.005860741,0.019484706,0.06564416,0.08279816,0.066374222,0.028645817,0.003146134,0.000375382,0.000160475,0,45,50.9508446,45.0959604,49.6041571,49.3488214,45.9825038
RP-3-50,RP,0.00072334,0.004916293,0.022838636,0.024031842,0.011612033,0.009067731,0.006739066,0.00414562,0.000782602,0,0.000729125,0.007845514,0.02320234,0.016584736,0.008688003,0,0,0,0.000707886,0.002515649,0,0,0.00354967,0.011915916,0.045408039,0.043888719,0.054749477,0.035030938,0.030781752,0.016075867,0.006218669,0.003020669,0,0.005770558,0.018690576,0.034332832,0.024399738,0.019121624,0.006103794,0.000383763,0,0,0.004285276,0.016539006,0.068365563,0.047255262,0.043228,0.039199147,0.039667447,0.02054308,0.015343498,0.007468262,0.001467185,0.00231535,0.003889988,0.018459811,0.042598403,0.040343581,0.038135838,0.02884922,0.009773245,0.004333903,0.002388837,0.000977082,44,51.8657482,43.3184082,47.8461915,49.9125149,46.3139106
